id,name,lat,long,count,duration,q10_max,q50_max,q90_max,q10_min,q50_min,q90_min
2889,USS0013D22S,46.88,-113.32,3,12,21.2,26.1,30.9,17.313,20.03,22.649
2890,USS0013E23S,45.69,-113.97,3.2,11,21.76,27.55,30.5,176.863,210.005,228.487
2891,USS0014C12S,44.99,-113.44,2.4,17.5,25.81,30,30.9,202.555,220.045,238.163
2892,USS0014C13S,46.14,-114.51,3.8,7,28.76,32.8,35.2,236.434,25.816,27.097
2893,USS0015A03S,46.14,-114.45,2.6,20,23.66,26.1,28.1,172.244,18.2,197.784
2894,USS0015A05S,48.97,-115.95,2.8,14.5,28.23,32.7,35.1,219.539,250.995,268.017
2895,USS0015A08S,48.98,-115.82,3,16,22.9,29.9,30.2,19.538,21.64,22.913
2896,USS0015A12S,48.57,-115.45,3.4,15,27.82,29.9,31.7,202.912,21.772,240.264
2897,USS0015C10S,48.13,-115.62,3,12,25.5,28.9,31.6,19.975,20.968,22.115
2898,USS0049L01S,58.19,-133.83,3.4,12,153.472,22,24,135.692,15.5,182.468
2899,USW00003103,60.96,-149.09,4.2,7,30.6,32.2,34.4,266.432,28.63,297.902
2900,USW00003104,351.442,-1.116.664,4.4,6.5,44.01,47.2,47.8,408.056,414.505,42.893
2901,USW00003144,336.267,-1.161.594,3.4,9,45.6,47.2,47.2,417.268,42.118,425.798
2902,USW00003802,328.342,-1.155.786,5.8,6,29.88,31.7,33.9,276.858,28.148,294.542
2903,USW00003804,392.956,-802.289,4.2,6,29.76,32.2,34.4,286.678,29.237,305.598
2904,USW00003810,39.345,-814.392,4.4,9.5,31.96,34.4,36.1,290.421,30.496,316.894
2905,USW00003811,357.425,-813.819,3.6,12.5,33.81,35.3,37.2,311.713,32.664,333.883
2906,USW00003812,355.931,-889.167,4.8,8,30.6,31.1,32.37,274.096,281.225,297.353
2907,USW00003813,354.319,-825.375,4.4,10,34.4,37.5,40,326.421,34.162,347.552
2908,USW00003816,326.847,-836.528,4.8,8.5,33.25,35.85,37.2,305.879,317.695,331.332
2909,USW00003818,370.683,-887.719,4.6,7,33.9,36.1,38.24,32.271,33.717,356.308
2910,USW00003820,308.356,-851.839,4.4,9.5,33.9,35.85,38.3,320.339,331.835,344.923
2911,USW00003822,333.644,-819.633,4.6,7,33.78,35.6,40,324.392,32.788,342.448
2912,USW00003841,32.13,-81.21,4.6,7,32.1,33.3,36.7,301.478,30.859,326.148
2913,USW00003847,360.028,-842.486,4.6,8,29.88,31.1,31.7,276.406,28.302,293.426
2914,USW00003849,359.508,-850.814,5,7,31.1,32.2,34.4,28.814,29.225,30.552
2915,USW00003856,370.872,-840.769,4.4,8,32.47,34.7,37.2,306.626,31.907,339.012
2916,USW00003859,346.439,-867.861,5,6,27.2,28.9,31.1,24.909,25.991,27.765
2917,USW00003860,372.958,-812.078,6,6,31.65,33.9,35,29.202,29.866,313.225
2918,USW00003868,38.365,-82.555,5.6,6.5,31.7,32.8,35.6,290.314,293.205,309.195
2919,USW00003870,394.519,-873.089,4.2,10,33.1,34.4,37.2,30.273,30.617,333.134
2920,USW00003872,348.831,-822.203,4.6,7,27.68,29.4,30.7,256.574,26.088,273.968
2921,USW00003878,377.836,-811.231,4.6,6,32.8,35,36.7,316.092,32.468,331.518
2922,USW00003904,318.606,-860.122,3.8,7,35,36.7,40.36,338.304,34.938,381.726
2923,USW00003919,305.892,-963.647,4.6,6,34.78,40.6,42.8,321.876,34.712,363.422
2924,USW00003927,38.8,-97.65,3.2,12.5,34.52,37.8,42.8,331.382,345.505,376.599
2925,USW00003928,328.978,-970.189,3.8,13,34.64,38.9,42.8,314.658,33.793,360.456
2926,USW00003932,376.544,-974.425,3.6,10,36.43,39.7,42.2,329.879,34.416,374.913
2927,USW00003935,35.21,-99.12,4.2,10,33.9,36.1,37.34,307.396,31.608,323.628
2928,USW00003936,372.253,-895.706,4.4,7,33.9,38.6,42.36,31.1,331.805,364.739
2929,USW00003937,391.353,-966.778,5,7,35,36.7,38.3,33.253,33.592,35.092
2930,USW00003940,30.125,-932.158,4.8,9,34.4,35.6,36.92,325.857,33.064,336.583
2931,USW00003945,323.206,-900.778,5,8,31.7,35,37.2,28.475,31.166,31.88
2932,USW00003947,388.169,-922.183,4,6.5,31.7,37.25,41.1,29.404,315.995,33.342
2933,USW00003959,392.972,-947.306,4.2,12,34.56,38.9,41.48,32.336,34.156,372.086
2934,USW00004724,367.683,-960.261,4.2,7,289.504,31.1,33.54,252.364,26.172,285.206
2935,USW00004725,431.072,-789.453,5,8,28.3,29.4,35,23.881,24.588,26.475
2936,USW00004751,421.997,-75.985,5.2,8,26.92,29.4,33.08,242.823,254.725,276.981
2937,USW00004787,418.031,-786.403,5.6,7,27.95,29.4,34.76,245.232,255.655,279.373
2938,USW00012815,411.783,-788.989,3.2,5,33.95,35.6,36.1,33.153,33.996,343.383
2939,USW00012816,284.339,-81.325,3,5,34.4,35,35,32.911,33.357,33.744
2940,USW00012833,296.919,-822.756,3.6,6.5,33.9,35,36.7,326.181,332.665,334.901
2941,USW00012834,296.333,-831.053,3,6,34.4,35,37.2,32.743,33.1,33.567
2942,USW00012835,291.828,-810.483,2.4,4,33.9,34.4,35,330.909,33.308,33.458
2943,USW00012836,26.585,-818.614,2.2,7,32,33.3,33.9,314.692,31.777,326.064
2944,USW00012839,24.555,-817.522,2.6,5,32.68,34.4,35,323.066,32.775,330.724
2945,USW00012841,257.906,-803.164,3,6,35,35,37.2,33.538,33.752,34.354
2946,USW00012842,285.453,-813.331,2.6,6,34.3,35,35,329.108,33.192,332.574
2947,USW00012843,279.619,-825.403,1.6,4.5,32.53,33.85,35.6,319.456,326.145,334.564
2948,USW00012844,276.531,-802.428,2.8,3.5,32.74,33.3,34.4,323.125,32.547,328.851
2949,USW00012849,266.847,-800.994,2.6,3,32.2,32.2,33.3,318.448,32.088,323.066
2950,USW00012854,260.719,-801.536,3.4,5,34.52,36.1,37.8,334.662,34.441,346.618
2951,USW00012884,287.797,-812.436,5.4,6,31.22,33.3,34.4,307.224,31.285,319.536
2952,USW00012904,293.331,-894.075,3.2,6.5,37.2,37.8,38.84,349.651,36.205,371.916
2953,USW00012912,262.281,-976.542,3.8,6,35.24,36.7,39.4,340.332,34.633,372.968
2954,USW00012916,288.614,-969.303,4.6,8,33.3,34.4,37.2,32.48,32.971,349.242
2955,USW00012917,299.933,-902.511,4.6,6,33.9,36.1,38.3,330.788,33.752,352.546
2956,USW00012918,299.506,-940.206,5,6,33.3,35.6,38.9,32.88,33.478,36.435
2957,USW00012919,296.381,-952.819,2.6,7,34.4,37.2,40,34.195,35.586,363.918
2958,USW00012921,259.156,-974.186,4.6,7,36,39.4,40,34.203,34.726,373.138
2959,USW00012923,295.442,-984.839,5,8,32.2,34.4,36.1,31.41,31.984,32.8
2960,USW00012924,292.733,-948.592,2.4,5.5,33.9,36.1,36.85,33.9,35.097,354.967
2961,USW00012932,277.839,-975.108,3,7,37.2,38.3,41.1,35.9,36.549,37.731
2962,USW00012935,277.411,-980.247,4.8,6,32.74,33.9,35.06,323.208,32.739,333.391
2963,USW00012947,287.247,-962.536,3.6,8.5,38.28,40.55,42.05,365.396,37.313,388.116
2964,USW00012959,284.567,-992.183,3.2,6,37.2,39.4,39.4,36.65,37.373,378.282
2965,USW00012960,261.839,-982.539,4.2,8,35,36.1,40,33.72,34.539,371.788
2966,USW00013722,29.98,-95.36,4.4,10,33.9,37.2,37.8,309.742,319.885,334.057
2967,USW00013723,358.922,-787.819,5.2,9.5,32.2,33.6,34.94,294.497,30.053,310.528
2968,USW00013724,360.969,-799.433,6,9.5,32.2,34.15,37.2,26.121,26.857,290.675
2969,USW00013728,393.792,-744.242,4.4,8.5,316.547,33.3,36.28,296.888,306.795,324.102
2970,USW00013729,365.728,-793.361,4.6,6,29.4,30,31.8,263.126,27.259,288.586
2971,USW00013733,388.853,-798.528,4.6,9,32.1,32.8,36.1,288.414,29.515,315.878
2972,USW00013734,373.208,-792.067,4.2,9,32.8,34.4,35.6,286.476,29.369,30.558
2973,USW00013735,394.019,-779.844,5.6,7.5,31.85,33.9,36.7,283.978,28.9,313.484
2974,USW00013736,393.667,-750.667,5.6,7,30.6,31.1,33.72,274.024,278.635,296.517
2975,USW00013737,396.428,-799.164,5.8,8,32.64,35,36.7,294.962,30.629,312.812
2976,USW00013739,369.033,-761.922,4.6,11,32.2,33.9,37.42,288.384,30.145,321.366
2977,USW00013740,398.683,-752.311,4.8,8,32.74,35,37.8,298.311,30.785,33.221
2978,USW00013741,37.505,-773.203,4.6,8,31.48,33.3,36.7,290.948,29.845,31.395
2979,USW00013743,373.169,-799.742,5,8,32.2,33.3,36.1,28.8,29.692,30.56
2980,USW00013744,388.483,-770.342,5,7,33.9,36.1,38.3,31.585,32.877,33.81
2981,USW00013748,341.853,-797.239,5,9,32.8,35.6,36.1,30.933,31.373,32.273
2982,USW00013752,342.675,-778.997,1.4,92,29.4,29.4,33.3,276.726,28.2,28.2
2983,USW00013764,389.833,-764.667,5.6,8,32.03,33.9,37.05,290.431,29.444,318.608
2984,USW00013776,386.892,-753.592,4.6,7,33.9,36.7,38.3,310.938,32.781,334.662
2985,USW00013781,346.081,-790.592,4.8,9.5,31.7,32.8,36.7,279.277,28.333,310.603
2986,USW00013782,396.728,-756.008,5,10,31.7,35,37.8,29.725,30.4,32.671
2987,USW00013786,32.78,-799.319,4.8,8.5,33.3,35,35.06,302.445,309.325,320.147
2988,USW00013810,362.606,-76.175,4.8,8,32.2,34.7,37.2,29.674,307.365,327.059
2989,USW00013829,382.281,-856.636,1,94,32.913,32.913,32.913,32.664,32.664,32.664
2990,USW00013838,32.35,-85,4.6,7,32.68,35,37.8,310.766,31.75,34.534
2991,USW00013841,306.264,-880.681,5.4,9,31.7,32.2,34.3,27.768,28.522,301.862
2992,USW00013865,394.203,-838.217,4.6,8,34.3,35.6,41.1,323.932,32.924,364.668
2993,USW00013866,323.347,-887.442,5.4,6,31.7,32.8,34.4,285.264,29.106,30.755
2994,USW00013869,383.794,-81.59,3.4,8,334.394,36.7,37.8,326.514,33.873,343.556
2995,USW00013870,315.356,-841.944,4.4,8,33.9,35,40,326.821,32.938,339.865
2996,USW00013871,315.358,-825.067,5,10,33.3,35.6,38.9,31.304,31.95,34.8
2997,USW00013873,335.872,-858.556,4.6,8,32.68,35,37.9,307.672,31.779,338.718
2998,USW00013874,339.481,-833.275,4.6,9,31.48,33.9,37.8,29.956,30.75,33.767
2999,USW00013876,33.63,-844.417,4.4,8.5,33.3,35,39.4,313.866,320.345,352.488
3000,USW00013877,335.656,-86.745,5.2,7,30.65,32.2,33.9,287.863,29.343,313.387
3001,USW00013878,364.731,-824.044,4.8,7,34.24,35,39.4,311.497,319.945,327.334
3002,USW00013880,311.522,-813.908,5,9,34.4,36.1,37.8,31.95,32.423,33.1
3003,USW00013881,328.986,-800.403,4.4,9.5,32.62,34.15,37.2,299.823,31.381,327.555
3004,USW00013882,352.236,-809.553,5.4,8,33.42,35,37.2,30.612,31.401,335.372
3005,USW00013883,350.311,-852.014,4.4,11.5,34.25,35.6,39.05,317.021,32.737,345.955
3006,USW00013884,339.486,-811.186,3,8,32.8,35,38.9,32.32,33.457,35.35
3007,USW00013889,307.797,-865.225,4.8,5.5,34.4,35.6,39.4,322.642,332.125,338.797
3008,USW00013891,304.844,-817.019,6,7,32.5,33.3,35,300.965,306.245,320.345
3009,USW00013893,358.181,-839.858,5,10,33.3,36.1,37.2,31.54,32.35,34.736
3010,USW00013894,350.564,-899.864,4.4,6,33.72,35,38.9,321.833,327.435,357.598
3011,USW00013895,306.794,-882.397,4.8,7,33.84,35.6,38.02,322.419,33.623,349.054
3012,USW00013896,322.997,-864.075,4.6,9,33.78,35,37.8,310.682,31.743,340.312
3013,USW00013897,347.442,-875.997,5.2,8,32.91,35,37.69,305.578,31.728,326.098
3014,USW00013899,361.189,-866.892,4.8,6,33.79,36.1,39.4,311.789,322.635,348.556
3015,USW00013904,304.781,-871.869,4.2,6,35.6,37.8,41.54,34.287,35.1,382.762
3016,USW00013920,301.831,-97.68,3.2,15.5,34.52,39.7,41.59,304.201,33.624,345.358
3017,USW00013935,389.503,-956.639,3.8,9,34.34,36.1,39.4,33.383,33.864,358.528
3018,USW00013939,313.928,-922.956,4,9.5,33.552,35.6,36.7,322.515,32.952,33.596
3019,USW00013942,334.825,-909.853,3.2,11.5,35.6,36.7,38.68,330.602,33.817,35.648
3020,USW00013957,325.156,-920.406,3.4,12,34.64,37.2,38.3,330.394,33.966,357.226
3021,USW00013958,324.506,-938.411,4.2,7,36.7,38.3,43.3,347.558,35.283,382.676
3022,USW00013959,303.208,-977.603,3.8,7,34.1,38.3,41.1,333.878,34.45,376.596
3023,USW00013960,316.189,-972.283,3.8,9,34.64,37.8,42.8,33.544,34.425,37.216
3024,USW00013961,328.519,-968.556,3.6,9.5,34.58,37.2,42.8,334.419,340.125,377.867
3025,USW00013962,328.192,-973.614,3.4,10,35.12,37.8,41.7,331.486,34.453,368.394
3026,USW00013963,324.106,-996.822,4.4,11,33.57,36.4,39.05,321.518,330.615,348.955
3027,USW00013964,347.272,-922.389,2.8,14,34.29,36.7,40.82,322.047,338.015,361.001
3028,USW00013966,353.331,-943.625,2.4,12,36.01,40,43.48,331.975,357.925,387.406
3029,USW00013967,339.786,-984.928,2.6,9,33.56,36.7,42.2,319.598,33.158,36.7
3030,USW00013968,353.889,-976.006,3.6,12.5,34.41,38.3,41.72,322.944,338.555,361.509
3031,USW00013969,361.994,-958.872,4,8.5,33.9,37.8,40.6,314.795,33.115,36.279
3032,USW00013970,367.367,-971.019,4.8,8,33.3,34.4,37.2,32.75,331.465,350.305
3033,USW00013971,305.372,-911.469,4.2,10,31.7,35,36.54,30.006,31.373,322.722
3034,USW00013972,362.667,-931.567,3.6,11.5,33.63,37.8,39.25,327.606,343.045,358.609
3035,USW00013973,323.542,-954.025,4.2,8,36.46,38.9,41.1,339.564,34.987,369.486
3036,USW00013975,305.108,-997.664,4.2,9,36.56,38.9,41.1,333.274,34.655,36.792
3037,USW00013976,362.967,-997.689,4.8,7.5,33.19,35.6,36.7,323.089,33.036,345.563
3038,USW00013977,30.205,-919.875,2.6,15,36.36,38.3,40.44,329.726,34.985,356.364
3039,USW00013978,334.536,-940.075,4.4,10,34.49,36.1,37.03,322.799,328.325,350.266
3040,USW00013981,334.964,-900.867,3.8,12,33.92,37.8,40.58,307.946,32.6,353.524
3041,USW00013984,376.703,-954.842,4.4,7.5,35.42,38.05,42.8,310.071,328.995,352.807
3042,USW00013985,395.514,-976.508,4.2,10,35.78,38.9,41.9,32.392,34.137,361.308
3043,USW00013986,377.608,-999.683,4,10,35.85,41.7,41.95,318.005,34.655,36.526
3044,USW00013987,380.653,-978.606,4,11.5,33.35,36.7,40,309.165,329.055,34.564
3045,USW00013988,371.467,-945.022,4.4,10.5,33.57,37.8,40.75,299.433,32.412,344.934
3046,USW00013989,391.208,-945.969,3.4,12,33.36,38.9,42.46,305.278,33.771,365.534
3047,USW00013993,383.306,-961.897,5,8,31.1,36.1,39.4,29.65,31.788,33.171
3048,USW00013994,397.736,-949.233,5.4,7,32.42,36.7,38.9,301.036,31.454,324.314
3049,USW00013995,387.525,-903.736,4,13.5,32.8,35.6,38.35,298.195,315.065,327.925
3050,USW00013996,372.353,-934.003,4.2,9,33.66,38.9,42.14,30.817,33.336,35.373
3051,USW00013997,390.725,-956.261,3.6,10.5,32.51,36.65,39.25,293.313,31.682,331.096
3052,USW00014605,381.311,-917.683,4.2,14,28.3,33.3,35.8,244.198,26.78,27.67
3053,USW00014606,443.206,-697.972,3.6,17.5,28.9,33.6,35,244.602,26.019,281.786
3054,USW00014607,447.978,-688.186,4.8,11,28.96,31.7,33.3,232.518,240.705,258.297
3055,USW00014609,468.706,-680.172,5.2,10,26.86,32.8,33.3,238.451,25.163,270.981
3056,USW00014610,461.236,-677.928,4.4,10.5,29.4,30.6,35,23.702,248.735,271.147
3057,USW00014702,456.478,-686.925,4.2,10,31.1,32.2,35.6,268.106,27.223,29.534
3058,USW00014710,42.47,-712.894,4.2,11,31.1,33.9,36.7,270.022,28.537,296.772
3059,USW00014711,429.333,-714.383,4,10.5,31.7,33.9,37.5,278.785,291.115,310.645
3060,USW00014712,401.936,-767.633,4.6,10,31.1,32.2,36.54,279.514,28.338,320.546
3061,USW00014719,403.667,-759.667,5.8,9,29.4,33.3,35.6,258.652,26.427,291.168
3062,USW00014732,408.436,-726.322,3.8,13,32.8,33.9,38.68,279.768,28.579,306.984
3063,USW00014733,407.794,-738.803,6.2,7,30.6,31.1,33.24,241.724,25.665,277.496
3064,USW00014734,429.486,-787.369,4.2,9,33.3,33.9,40.6,287.122,29.343,306.866
3065,USW00014735,406.825,-741.694,4.2,10,32.2,33.9,34.58,257.326,26.398,292.478
3066,USW00014736,427.431,-738.092,5.4,8,29.4,30,35.6,260.652,26.609,286.738
3067,USW00014737,402.964,-783.203,5.2,8.5,31.75,32.8,36.64,269.333,277.455,302.227
3068,USW00014739,406.508,-754.492,5.2,8,31.7,33.05,36.1,257.116,27.266,296.394
3069,USW00014740,423.606,-710.106,5,10,32.2,33.3,38.9,27.771,28.59,31.019
3070,USW00014742,419.381,-726.825,5.4,10,29.64,33.9,35.6,255.198,27.248,288.374
3071,USW00014745,444.683,-73.15,4.8,10,31.05,34.4,35.17,269.487,28.074,298.666
3072,USW00014747,431.953,-715.011,6,8,32.2,32.8,35,254.535,265.015,280.295
3073,USW00014748,424.933,-792.722,5.4,7,30,32.2,36.7,26.129,27.364,297.188
3074,USW00014750,421.594,-768.919,4.8,9.5,28.9,30.6,34.46,250.464,25.846,290.513
3075,USW00014751,43.35,-736.167,4,10,30.55,33.6,37.5,277.795,287.685,309.995
3076,USW00014752,402.172,-768.514,4.4,11,31.7,32.8,39.4,273.559,28.025,304.627
3077,USW00014755,417.361,-726.506,5.2,8.5,16.1,20.6,22.2,116.745,13.869,148.253
3078,USW00014756,442.667,-712.994,5.4,8,26.22,27.2,31.1,223.756,22.948,242.248
3079,USW00014757,412.531,-700.608,4,9,30.8,33.35,37.75,27.291,28.478,30.165
3080,USW00014758,416.267,-738.842,3.2,10.5,277.437,31.1,33.9,260.721,26.655,284.479
3081,USW00014762,412.639,-728.872,5.4,7,30.6,31.1,34.18,270.416,27.8,29.554
3082,USW00014763,403.547,-799.217,4.8,9,28.19,30,33.9,239.121,25.432,275.708
3083,USW00014764,424.272,-732.892,5.2,9,30.6,32.2,35,241.296,260.325,270.968
3084,USW00014765,436.497,-703.003,5.2,8.5,31.1,33.05,37.69,26.729,27.58,299.585
3085,USW00014768,417.219,-714.325,6.4,7,29.4,32.2,36.1,250.277,268.275,292.611
3086,USW00014771,431.167,-776.767,5.2,7,30,31.95,38.25,260.824,270.675,299.659
3087,USW00014775,431.111,-761.039,5,10,31.7,33.9,37.8,27.535,28.21,30.44
3088,USW00014777,421.578,-727.161,5.2,8,30.6,31.1,35.48,261.347,26.489,287.507
3089,USW00014778,413.336,-757.269,5.6,7.5,30.6,32.2,35.95,270.669,27.471,292.697
3090,USW00014792,412.433,-769.217,4.6,9,31.7,33.9,36.32,27.994,28.903,313.332
3091,USW00014813,402.769,-748.158,5.6,8.5,30.6,32.2,35.77,266.373,27.292,304.203
3092,USW00014820,410.375,-814.642,5.2,8,29.12,32.2,34.94,262.362,275.115,292.483
3093,USW00014821,414.131,-81.86,5.2,7,31.7,33.3,35.6,282.417,28.919,31.325
3094,USW00014822,399.914,-828.808,5,10,32.8,33.3,38.9,26.779,27.3,29.538
3095,USW00014825,424.092,-83.01,5.6,8,30.18,32.2,36.1,264.386,27.689,312.507
3096,USW00014826,410.136,-836.686,5.2,8.5,28.9,32.2,36.59,25.724,28.009,302.622
3097,USW00014827,429.667,-837.494,6,6,29.4,33.3,34.4,272.915,28.051,298.685
3098,USW00014829,409.706,-852.064,6.6,6,28.9,32.2,35,26.36,27.493,29.904
3099,USW00014833,415.272,-857.922,6.6,6,31.1,31.7,34.52,25.471,27.049,293.396
3100,USW00014835,422.667,-844.667,6.6,6,30.6,33.3,35.6,28.067,28.934,306.644
3101,USW00014836,404.122,-869.369,6.2,6,27.8,31.7,36.1,25.358,26.285,29.668
3102,USW00014837,427.803,-845.789,6.2,8,30,33.3,36.7,25.819,27.412,292.404
3103,USW00014839,431.406,-893.453,5.6,7.5,30.18,31.7,36.7,247.501,26.503,283.067
3104,USW00014840,42.955,-879.044,5,8,29.4,31.7,32.2,24.033,26.85,28.283
3105,USW00014841,431.711,-862.367,5.6,7,30,31.1,34.25,242.164,25.179,268.955
3106,USW00014842,455.644,-847.928,5.2,7,30.6,33.9,36.7,279.434,29.624,309.723
3107,USW00014845,406.675,-896.839,6,7,30,32.8,36.4,257.215,263.685,289.165
3108,USW00014847,435.331,-840.797,5.4,7,27.42,30,33.3,229.706,24.333,258.782
3109,USW00014848,464.794,-843.572,5.8,8,29.4,32.8,35.6,266.572,27.55,299.186
3110,USW00014850,417.072,-863.164,6.4,9,30.6,31.7,36.7,244.917,25.653,282.604
3111,USW00014852,447.408,-855.825,5.8,6,29.4,31.1,34.76,258.418,26.72,293.446
3112,USW00014853,412.544,-806.739,5,9,30.6,33.3,37.2,26.25,28.188,31.271
3113,USW00014858,422.333,-835.333,6,9,28.3,31.7,35.6,225.675,236.955,254.855
3114,USW00014860,471.686,-884.889,5.4,9,32.2,32.8,34.18,253.006,25.903,277.352
3115,USW00014891,42.08,-801.825,5.2,6.5,30,31.7,34.29,263.986,270.295,293.037
3116,USW00014894,408.203,-825.178,5.6,7,29.58,30.6,34.49,267.442,274.925,299.015
3117,USW00014895,401.764,-806.472,4.6,9,29.88,31.1,35,262.566,26.852,301.526
3118,USW00014897,409.167,-814.333,5,8,29.4,32.2,35,25.263,26.38,28.21
3119,USW00014898,449.258,-896.256,5,10,29.4,31.1,35.6,24.943,26.325,27.712
3120,USW00014910,444.983,-881.111,5.2,8.5,31.16,32.8,35.6,249.874,26.007,278.346
3121,USW00014913,458.678,-953.942,5.2,9,26.1,32.2,33.9,218.413,24.113,258.934
3122,USW00014914,468.369,-922.097,4.6,9,31.36,35,36.7,265.992,28.288,294.532
3123,USW00014916,469.253,-968.111,4.6,10,30.26,35,35.6,25.064,27.36,282.692
3124,USW00014918,479.428,-971.839,5,9,28.3,31.1,35,23.454,25.439,27.424
3125,USW00014919,485.614,-933.981,4.6,9,29.88,33.9,37.2,258.188,27.83,288.964
3126,USW00014920,469.258,-986.692,6.2,7,32.2,33.3,37.2,268.258,28.733,301.072
3127,USW00014921,438.789,-912.528,3.8,8,30.6,32.8,35.6,259.492,28.09,295.032
3128,USW00014922,432.119,-901.814,5,12,31.1,35,37.2,27.28,28.222,29.599
3129,USW00014923,448.831,-932.289,4.6,9,31.58,35,36.1,28.488,29.777,309.122
3130,USW00014925,414.653,-905.233,5.8,7,30.6,32.8,33.3,253.116,26.79,281.712
3131,USW00014926,439.042,-924.917,4.6,11,31.58,35,36.7,264.786,27.533,309.734
3132,USW00014927,455.433,-940.514,4.8,10,30.43,35,36.21,269.825,28.16,290.721
3133,USW00014929,449.319,-930.556,4.4,9.5,30.24,36.7,40.75,271.651,293.235,304.521
3134,USW00014931,454.558,-984.131,5.4,8,31.7,33.9,36.76,289.218,29.531,30.244
3135,USW00014933,407.833,-911.253,4.4,11,32.2,35,37.2,280.249,300.045,307.695
3136,USW00014935,415.339,-936.531,5.2,9,35.6,37.2,40.6,300.509,317.315,326.852
3137,USW00014936,409.611,-983.136,4.8,11,33.73,36.7,43.3,289.704,311.055,329.616
3138,USW00014937,443.981,-982.231,5.2,6.5,31.7,34.45,36.64,279.392,29.323,30.263
3139,USW00014938,416.328,-915.431,5.2,8.5,30.65,34.4,35.6,275.688,29.663,302.848
3140,USW00014939,400.972,-925.433,4.8,11.5,33.19,38.3,40.6,299.817,310.965,329.862
3141,USW00014940,408.508,-967.475,5.2,9.5,32.26,32.8,35.54,269.554,283.975,299.282
3142,USW00014941,431.544,-933.269,5,7,33.9,36.1,38.9,29.587,30.829,32.008
3143,USW00014942,419.856,-974.353,4.8,11,33.3,36.1,39.01,291.248,30.906,32.071
3144,USW00014943,413.103,-958.992,5,10,33.9,35,37.2,29.025,29.637,30.675
3145,USW00014944,423.914,-963.792,4.8,9,32.74,33.9,37.31,272.626,28.381,303.204
3146,USW00014946,435.878,-967.289,4,11,31.95,35.6,37.5,26.639,282.375,297.565
3147,USW00014950,449.047,-971.494,4.4,9,31.87,34.45,37.2,274.528,29.624,302.089
3148,USW00014990,411.078,-924.467,4.8,11,31.05,33.3,35.65,271.078,28.649,295.711
3149,USW00014991,418.833,-917.167,5.2,8.5,29.4,33.3,36.7,261.332,27.899,292.515
3150,USW00014992,448.664,-914.878,4.4,10.5,33.15,36.1,38.3,277.542,29.214,305.425
3151,USW00021504,445.483,-950.803,7,6,28.9,30.6,32.8,28.187,28.871,30.304
3152,USW00022010,197.192,-1.550.531,5.2,8,37.26,40.25,42.2,350.021,36.581,386.105
3153,USW00022516,293.783,-1.009.269,7,5,31.7,32.2,33.9,30.429,30.643,32.093
3154,USW00022521,208.997,-1.564.286,5.8,14,31.7,32.2,33.3,306.752,31.1,318.552
3155,USW00022534,213.239,-1.579.294,7.8,5,29.64,31.1,31.7,281.458,29.488,302.102
3156,USW00022536,211.544,-1.570.961,4.8,11,29.4,30.6,30.65,289.338,291.665,294.973
3157,USW00023007,219.839,-1.593.405,4.4,7,35,39.15,41.7,336.264,350.405,371.217
3158,USW00023009,344.272,-1.002.831,4.4,9.5,37.05,39.7,41.28,349.538,36.03,363.343
3159,USW00023023,333.075,-1.045.083,4,10.5,38.3,39.4,40.85,34.645,360.165,368.865
3160,USW00023034,319.433,-1.021.889,4.8,6.5,36.64,38.6,41.16,346.045,35.525,375.486
3161,USW00023040,313.711,-1.004.922,4.8,9,41.1,43.3,44.01,377.685,387.965,393.372
3162,USW00023042,31.78,-1.032.017,4,10.5,36.7,38.9,40.6,33.478,341.995,35.917
3163,USW00023044,336.542,-1.018.136,5,10,38.3,39.4,41.1,35.038,35.668,36.876
3164,USW00023047,318.111,-1.063.758,3.8,10,36.54,38.3,40.36,321.146,33.32,358.054
3165,USW00023048,352.333,-1.017.089,3.2,11.5,38.9,39.4,40.99,338.145,34.711,364.212
3166,USW00023049,351.822,-1.036.031,4.2,10,33.3,35.6,36.24,30.248,31.066,327.034
3167,USW00023050,356.169,-1.060.889,5.2,9,35.06,36.7,38.3,323.051,328.425,334.997
3168,USW00023051,350.419,-1.066.156,4.2,9,33.76,36.1,37.2,304.828,32.189,334.612
3169,USW00023052,364.486,-1.031.539,4.6,8,33.9,34.4,36.7,294.254,30.068,321.216
3170,USW00023054,367.414,-1.045.022,4,9.5,31.65,33.35,35.6,282.415,29.462,31.668
3171,USW00023055,356.542,-1.051.419,5,9,36.7,38.3,38.9,32.181,33.089,33.727
3172,USW00023061,318.311,-1.048.089,3.6,14,28.99,31.95,33.9,273.937,286.565,305.267
3173,USW00023062,374.389,-1.058.614,3.6,13.5,35.6,37.8,38.9,307.703,324.825,334.106
3174,USW00023064,397.633,-1.048.694,3.6,9,35.93,39.4,41.72,320.736,333.615,353.844
3175,USW00023065,379.272,-1.007.247,5.8,7,38.3,39.4,41.1,32.04,33.414,34.662
3176,USW00023066,393.669,-101.7,3.2,11.5,36.1,40,40.6,330.492,345.885,361.409
3177,USW00023067,391.342,-108.54,5.2,7,38.9,40.6,41.1,335.852,35.334,359.607
3178,USW00023070,380.494,-1.035.122,5.8,7,35.24,37.2,40,309.822,32.567,330.712
3179,USW00023078,372.622,-1.043.378,4.6,9,37.8,39.4,41.7,34.834,35.243,370.704
