name;lat;long;count;duration;q10_max;q50_max;q90_max;q10_min;q50_min;q90_min
CA001057050;54;-132,1667;3,6;7,5;17,72;21,85;26,07;16,1659;17,741;19,3693
CA001060902;53,25;-131,8167;3,6;10;16,45;19;21,4;14,8971;16,003;17,5785
CA001063690;53,5;-130,6333;4,4;8,5;17,2;21,5;33;15,4663;16,6775;19,205
CA001064320;52,2667;-128,4;4;9;24,5;32;34,75;19,8575;21,9455;25,5445
CA001065010;54,05;-128,6333;4,4;9;18,19;20;24,93;15,7378;16,9455;18,2134
CA001068131;52,2667;-128,7167;3,6;10,5;22,3;29,5;34,6;18,4029;21,157;25,4563
CA001073615;54,5;-128,6167;4,4;8,5;25;31,5;33;20,5012;22,478;25,693
CA001077499;54,4;-126,6667;3,8;9;24,625;31,4;34,2;20,7294;22,19;25,7406
CA001077500;54,8333;-127,1833;4,2;9;22,76;29,8;32,6;18,6914;21,838;25,3166
CA001078209;54,8167;-127,1833;4;10;27,5;29;31;20,4625;21,088;23,7835
CA001092970;54,8167;-126,1667;4,8;8;25,5;28,5;33;20,7243;21,3295;23,7877
CA001093600;54,45;-124,2833;4,8;8;28,5;31;36;22,0417;24,624;26,7575
CA001095018;52,3667;-121,3667;4,6;8;21,1;29;32;19,2096;21,581;24,5408
CA001096439;52,5333;-122,2833;5;8;24,2;30,1;31;20,692;22,768;23,529
CA001100120;53,8833;-122,6833;4,8;9,5;29,5;33,5;35;22,8232;24,7695;26,6942
CA001101158;49,25;-121,7667;5,6;10;25,95;29,5;30;20,5123;21,747;23,7166
CA001101708;49,2833;-122,9167;4,8;10,5;29;31,75;33,7;23,7007;24,727;26,0397
CA001101N65;49,1167;-122,7;5;9;28;32;33,5;22,533;23,591;26,792
CA001102425;49,0833;-121,7;3,4;10;26;27;28,5;20,996;22,1;23,2962
CA001103332;49,0167;-123,1;5,8;9;28,5;32;34;22,0946;23,833;25,7658
CA001105192;49,2667;-122,5667;5;10;28,5;31,5;32,5;22,774;23,313;25
CA001105658;49,15;-122,2667;2,8;10;26;33,25;34,35;17,2778;22,3255;25,3519
CA001106200;49,3667;-123,0833;3,8;11;25,6;30,5;32,5;21,7124;22,795;23,2896
CA001106CL2;49,3333;-123,2667;4,8;8,5;25,85;29;32,15;20,7114;22,5045;24,9414
CA001107785;49,2833;-122,8833;3,8;11;30,4;32;34;24,5062;25,19;26,6868
CA001108395;49,1167;-122,1167;4,4;7;21,7709;27,5;30,2;20,5277;22,1985;23,7857
CA001108446;49,2;-123,1833;3,6;12,5;25,8;29,3;30,91;21,3874;22,6105;23,9074
CA001108906;49,3;-123,1167;1,2;64;13,735;13,735;18,5;12,5583;13,384;13,384
CA001108910;50,0667;-122,95;4,4;10,5;25,1;30,2;33;21,2161;21,8435;23,7074
CA001125079;49,0167;-122,7833;4,4;9;32;35;38;26,1871;28,2635;31,4332
CA001125700;50,1167;-120,8;4;15;31;36;36,5;26,3;27,855;29,642
CA001125766;50,05;-119,45;3,6;12;33,6;39;39,5;28,3643;31,593;32,8758
CA001126070;49,1833;-119,55;3,6;15;29,3;33,25;35,7;24,6299;26,5325;28,2279
CA001126510;49,7833;-119,7167;3,6;9;31,5;35,5;37,83;25,1826;27,4115;29,96
CA001128584;49,4667;-120,5167;2,8;14;19,132;26;30,5;18,213;19,147;22,6143
CA001128958;50,3667;-119,05;3,8;14;30,1;36,5;37;24,7152;27,295;29,5224
CA001141455;50,0333;-119,4167;3;12;32;37,3;38,3;27,913;29,305;31,115
CA001141457;49,3;-117,6333;1,4;69;27,886;31,5;38,8;26,196;28,077;30,8938
CA001142574;49,35;-117,7667;4;9,5;29,75;33,25;34,5;24,1645;26,358;28,5155
CA001143900;50,2333;-116,9667;4;12;29,5;32;34,5;24,1915;26,0195;27,313
CA001145460;49,9167;-116,9167;3,4;15;31,2;34;36,5;26,555;27,566;29,8872
CA001152850;50;-117,3667;3,4;7;27,2;34;35,8;22,68;26,977;29,6678
CA001152899;49,4833;-115,0667;2,8;14;28,45;31;33,5;20,0792;23,052;25,4909
CA001153034;50,15;-114,85;3,8;9;30,5;35,5;37,5;24,6584;27,386;29,9674
CA001154410;49,5167;-115,4667;3,2;13;32;36;36,95;24,556;27,0635;29,5511
CA001158730;50,6333;-116,0667;4;10,5;29,75;35,5;36,5;25,0835;27,6805;29,5025
CA001160899;49,8167;-115,6333;3,8;10;30,26;33;34,02;23,7498;24,919;27,2242
CA001161104;52,1333;-119,2833;3,6;7,5;26,6;30,5;33,5;20,6167;23,2215;26,0015
CA001162265;51,7;-121,0833;4;12,5;29,75;35;37,5;24,625;27,1875;30,0715
CA001163780;51,3;-120,1833;3,6;14;33,92;36,9;39,9;28,1413;29,532;31,8106
CA001168520;50,7;-120,45;3,8;13;32,4;36;38;25,4972;27,889;30,5118
CA001173210;51,5833;-119,7833;3,4;11;29,9;34,2;35,1;24,256;25,813;27,9078
CA001175122;51,3;-116,9833;2,8;13,5;24,35;34;34,1;21,3125;24,663;25,9085
CA001192946;52,05;-118,5833;3,6;15,5;26,12;29,3;32,3;22,5237;23,6725;24,0253
CA001200560;58,8333;-122,6;3,4;10;22,6;25,5;29;17,734;19,441;21,79
CA002100402;59,5667;-133,7;2,8;18;25,6;29;34,5;21,0358;22,6585;25,63
CA002100630;64,05;-139,1333;3;9;22,3;25,2;32,1;18,86;20,15;23,975
CA002100950;60,7667;-137,5833;3,2;15;22,48;27,8;28,7;12,3405;14,553;16,4928
CA002101300;68,95;-137,2167;4;9,5;21,1;26,45;33,2;18,828;20,385;24,3145
CA002200675;60,7167;-135,0667;3;12;15,8;22,1;23,2;6,341;8,4381;9,4764
CA002202115;70,1667;-124,7167;3;17;29,5;31,5;33;22,56;23,75;24,209
CA002202200;61,7667;-121,2333;3,4;10;26,8;30,2;33,1;21,2696;23,067;23,6898
CA002202400;60,0167;-111,9667;2,8;12,5;27,7;30,4;34,2;19,0494;20,911;22,0018
CA002202570;60,8333;-115,7833;3,8;11;25,58;28,5;32,04;16,235;18,117;20,352
CA002202801;68,3;-133,4833;2,4;16;28,9;30,6;32,2;21,6155;22,4265;22,7416
CA002300500;65,2833;-126,8;2,2;17;17,48;27,2;29,88;10,93232;15,329;17,259
CA002300551;64,3;-96,0833;2,8;14;28,4;35,2;38;24,9399;26,786;28,2925
CA002300902;66,8333;-108,0167;2,6;26;20,4;28;31,2;12,4182;14,344;15,7382
CA002301000;67,8167;-115,15;2,4;7,5;14,74;24,55;28;9,4675;13,604;15,2766
CA002301102;64,2;-83,3667;2,6;11;27,2;28,9;29,6;15,9392;18,055;19,8062
CA002302370;61,1333;-100,8833;1,8;64;12,76;21,9;24,9;5,37998;8,5314;10,5718
CA002303685;68,3167;-100,0833;2;33,5;21;24,3;24,9;8,6934;11,6485;14,174
CA002400306;68,8167;-93,4333;2;38;3,25;16,5;18;1,350015;5,63275;8,3663
CA002400565;82,5;-62,3333;2,4;24,5;13,32;17,9;21,18;6,83269;8,5825;10,47931
CA002400570;63,3333;-64,15;2,6;11;10,4;17,8;21,32;4,38134;7,3893;10,09848
CA002400600;67,5333;-63,7833;2,4;22,5;7,41;20,7;25,2;5,4505;11,0455;12,7156
CA002400635;69,1;-105,1333;2,4;18,5;14,42;20,5;22,3;9,8426;11,8215;13,2674
CA002400650;64,2333;-76,5333;2,4;14,5;3,78512;11,7;17,9;2,38708;4,85755;7,94975
CA002400654;66,65;-61,3833;2,2;23;4,78168;8,7288;17,9;3,62182;6,5549;7,37622
CA002400660;66,5833;-61,6167;2,8;15;8,84;17,65;20,37;3,26861;7,3464;10,1782
CA002401030;68,4667;-66,8167;2,2;25;13,1;15,6;21,5;7,34344;8,4964;12,3074
CA002401200;68,65;-71,1667;1,4;80;11,96;15;20;5,76908;7,3297;8,37642
CA002402350;79,9833;-85,9333;2,2;17;14,88;21,1;22,6;6,14666;9,6873;11,1642
CA002402594;68,7833;-81,25;2,8;8,5;11,78;22,2;27;9,4975;11,437;12,932
CA002402604;63,75;-68,55;1,6;73,5;2,34;12,9;14,1;-0,870164;2,8168;4,37275
CA002402684;78,8;-103,55;2;28,5;13,049;17,3;18,9;9,28;9,71345;10,5845
CA002403450;68,9;-75,1333;1,6;88;3,66089;10,8;12,7;2,59169;3,7433;4,29335
CA002403500;75,3833;-105,7167;2,4;20;7,25;12,8;16,9;2,66893;4,84855;5,98663
CA002403602;74,7167;-94,9667;1,8;35;11,52204;17,8;22,5;7,49998;9,025;11,2704
CA002403625;61,6;-64,6333;1,8;55;12,20382;17,7;21,3;8,31812;9,0486;11,2468
CA003010815;69,0833;-79,0333;3,6;9,5;27,45;31,75;34;22,9332;24,467;25,9317
CA003011120;53,1667;-114,4833;3,4;11;26;30;33,8;23,0142;24,053;26,8962
CA003011240;53,2833;-113,8667;3,6;11,5;28,06;31,6;34,69;21,7393;23,6625;25,7435
CA003011241;53,0333;-112,8167;3,8;8;26;32;36,3;21,8308;23,977;26,8748
CA003011953;52,95;-112,8;3,8;9;24,6;27,5;33,1;21,1348;22,625;25,1972
CA00301222F;52,75;-113,95;4;9,5;26,25;29,5;33,5;21,7915;23,2085;25,1325
CA003012515;53,55;-114,1167;3,4;12;27;31,5;37,9;22,6596;23,67;26,7652
CA003012652;52,9667;-111;3,2;15,5;30,15;34;37,5;23,5528;25,534;28,0324
CA003012710;52,4667;-112,1167;3,8;10;26,2;32;36,5;22,8864;24,65;25,2456
CA003021940;53,7167;-113,1833;3,8;10;31,1;33;38,1;24,7988;26,762;28,2664
CA003031640;51,7667;-112,2833;3;14;29,5;34,8;36,8;24,64;26,53;29,358
CA003033890;50;-113,6333;3;14;30,8;36,2;38,1;24,967;28,393;29,827
CA003035340;49,7;-112,7667;3,4;10;28,5;34,5;37,2;24,6074;27,085;28,4306
CA003036360;50,6;-112,9833;5;7;29;35,5;38,5;25,878;27,484;29,4
CA003044203;49,8;-112,1167;4,8;8;13,7313;16,506;22,8;8,53546;9,97335;11,2421
CA003050520;49,3667;-110,6833;2;32,5;24,95;29,7;31,9;20,8245;23,0675;23,719
CA003053600;51,1833;-115,5667;3,6;9,5;24,3;31;34,5;21,4081;23,567;26,1733
CA003073146;51,0333;-115,0333;3,2;14;26,11;29,8;31,5;21,8826;22,9985;24,1135
CA003081680;58,6167;-117,1667;4;9;24;30,3;36,3;21,8755;23,824;25,808
CA004010879;54,4167;-110,2833;4;9;29,1;31,95;34,35;23,1605;25,0275;26,6365
CA004010984;50,3667;-102,5667;4,6;8;29,8;32,5;37,5;24,8132;26,429;28,4242
CA004011980;50,55;-105,3833;4,2;9;28,8;35;38;24,7516;26,635;28,2414
CA004012300;50,85;-104,2667;5;7;28;34;37;24,067;26;27,598
CA004012400;51,1833;-104,8667;3,6;8,5;31,5;33,45;35,3;24,6654;26,641;28,4405
CA004013480;49,2167;-102,9667;3,8;12;28,48;32,5;35,6;22,4446;24,75;27,101
CA004013660;50,55;-103,65;4,2;9;31;34;36;23,1466;25,447;26,9706
CA004014040;51,25;-103,75;3,2;13,5;29;33;35,4;23,0206;24,946;27,4572
CA004014145;50,2;-102,7333;4,8;9,5;28,95;32,5;33,85;23,6906;25,087;26,5697
CA004015440;50,9;-101,7167;4,4;9,5;27,9;32,75;36,15;23,192;24,532;26,7646
CA004015800;52,3333;-105;4,2;8;29,9;33;38;23,9506;26,193;28,6766
CA004016560;49,3167;-102,1167;4;8;28,8;33,6;36,65;24,2725;25,6345;27,9605
CA004019040;50,4333;-104,6667;4,6;8;31,7;34;37;25,7526;27,262;29,5094
CA004020560;49,8167;-104,1833;4,6;6;33,1;35;37,9;25,781;27,594;29,1134
CA004028060;50,8333;-107,3167;4;6,5;28,85;32,85;37,4;24,2075;25,774;28,374
CA004031844;50,2667;-107,7333;3,6;7,5;31,6;36,5;36,5;25,4832;27,3395;28,4471
CA004034910;49,1167;-105,5167;3,2;13;30,4;35,5;38;25,1311;28,2515;29,5018
CA004036844;49,1;-107,0167;3,4;9;27,12;32,6;36,8;22,6096;23,925;28,668
CA004038116;49,1667;-105,9833;3,2;11,5;30,15;35;37,9;25,3726;27,138;30,7431
CA004041000;49;-108,3833;3,2;10,5;27,7;31,5;39;22,883;25,575;27,4525
CA004047240;53,45;-109,2;3;10;29,2;32,5;39,4;23,4;26,035;27,726
CA004055736;52,3667;-108,8333;4,2;9;28,68;33,8;37,34;24,723;25,8;27,8224
CA004056240;51,4833;-107,05;4,4;13;27,8;32,5;36,36;22,7314;24,551;26,4246
CA004057180;53,2167;-105,6667;3,2;9,5;30,61;37,2;39,3;24,7368;27,599;28,6845
CA004068340;52,15;-106,6;2,6;10;20,78;26,3;28,76;18,3806;20,252;20,8974
CA004083321;59,5667;-108,4833;3,2;6,5;21,988;31,85;36,2;21,988;25,0035;25,9264
CA004086000;52,8167;-102,3167;3,8;9;28;32;34;21,8458;24,529;25,4994
CA005010140;52,0833;-101,8667;4,2;9;29,3;33,5;35,7;24,1534;26,977;27,8684
CA005012545;49,2833;-99,3;4,2;8;28,1;34;35,8;23,9436;26,432;27,4474
CA005013117;49,45;-99,0167;3,6;10,5;28,39;31,5;35,26;22,7154;24,1725;25,4411
CA005021220;50,65;-99,95;3,8;11;26,44;32,8;34,8;22,452;25,863;26,7404
CA005021695;49,0333;-97,5667;3,4;12;29,5;33;35;23,787;26,1;26,817
CA005021737;50,0167;-97,8;3,8;9;30,1;34;35,5;24,9876;27,029;27,9982
CA005022125;49,45;-98,25;3,8;10;26,6;31,9;35,56;21,4318;25,118;26,3644
CA005022791;49,1833;-98,9;5;8;29,5;31,5;34,5;23,862;26,083;27
CA005023261;50,1167;-97,1667;4,2;5;25,2164;30,6;35,9;23,6626;26,073;27,0514
CA005030080;49,95;-97,1;4,6;10;28,6;31,5;34,2;23,0924;25,405;26,6286
CA005031111;50,9333;-97,0833;3,6;11,5;29,55;32,5;36,5;22,2962;24,365;25,4379
CA005031320;53,15;-99,2833;4,8;9,5;28,95;30,75;34;23,8125;25,614;26,2754
CA005032162;49,6167;-95,2;4,2;10;30;31,5;36;23,2654;26,308;27,6844
CA005032360;50,1833;-96,0667;4,2;10;28,8;32;35;23,3298;26,018;26,8486
CA005040985;49,85;-95,5333;4,4;8,5;29,5;32,75;36;23,5;25,432;26,8993
CA005043158;51,1;-100,4667;3,4;11;29,42;34,6;37,3;24,9832;25,398;27,087
CA005050920;50,7167;-99,5333;4,2;10;26,9;33;34,4;21,7002;24,162;25,8994
CA005052880;54,7667;-101,8833;3,2;13,5;27,51;32,9;37,6;21,8816;24,481;25,8336
CA005060623;53,9667;-101,1;4;9;24,9;30,35;33,5;19,822;23,2685;24,8955
CA005062922;54,5333;-98,0333;4,2;9;28,74;32,2;34,6;21,8456;23,22;24,8672
CA006016525;55,8;-97,8667;1,4;92;22,0434;23,417;29;18,8132;21,534;22,1402
CA006037775;51,45;-90,2167;3,6;10,5;27,18;30,5;33,94;23,1326;25,1215;25,9671
CA006040325;50,1167;-91,9;3,6;11,5;26,69;30,7;32,9;22,2923;23,3425;24,554
CA006049443;50,3;-88,9;3;12;20,664;28;28,3;19,726;20,624;21,644
CA006073975;48,3667;-89,1167;4,8;8,5;27,39;33,5;35,2;22,3143;24,067;25,8993
CA006075425;49,4167;-82,4667;5,8;8;28,9;35;37,5;21,9856;23,445;25,3454
CA006085700;51,2667;-80,65;5,2;8;28,2;30,15;32,33;21,107;23,69;26,3229
CA006100971;46,3667;-79,4167;4,6;10;27;30;33;23,414;25,059;27,3842
CA006101335;44,6;-75,6667;6,4;6,5;30,5;34;36;24,4776;26,901;27,8504
CA006101874;46,05;-77,3667;4,4;10;30;33;36,15;25,6274;27,0835;28,683
CA006103367;45,0167;-74,75;5,6;9;29,5;29,5;34,5;24,3357;25,211;27,8802
CA006105976;44,4333;-76,6833;5;10;29;32,7;35,3;25,022;27,007;28,505
CA006111769;45,3833;-75,7167;5,6;9;30;30,5;33;23,3054;24,1625;26,8906
CA006115127;44,6333;-79,5333;5,2;10;30,5;31;34,4;24,2843;25,5085;27,0938
CA006124127;44,75;-79,8833;6,2;8;30;30,5;32,7;23,3516;24,833;26,1818
CA006132470;44,1667;-81,6167;5,8;7;30;31;33;24,6398;25,885;26,9936
CA006134190;42,8833;-78,9667;4,4;9;28,4;29,5;32,45;24,9912;25,726;27,6074
CA006135583;42,05;-82,6667;6;8,5;28;31;34,5;24,151;26,0405;27,5135
CA006136606;42,5167;-81,6333;6,2;7;27,8;30;32,5;23,7194;24,25;26,7408
CA006137161;42,8833;-79,25;6,4;7;28;30;33,5;24,0499;24,6395;27,5596
CA006139520;43,05;-79,3333;4,8;10,5;33,5;34,5;38,5;27,2564;28,6425;30,3847
CA006142285;42,3333;-82,9333;2;23,5;25,547;29,9;29,9;23,8565;24,269;24,6005
CA006142400;43,65;-80,4167;6,2;8;27,9;30;32,6;22,8862;24,5;26,574
CA006142402;43,7333;-80,3333;5,6;8,5;28,5;31;34,55;23,0049;24,0085;27,2631
CA006142420;43,7;-80,3833;5,2;10,5;28,1;30,75;36,6;24,6092;25,7065;27,8986
CA006147188;43,0167;-80,7833;7;7;28;31,5;33;24,536;26,263;27,589
CA006148105;43,35;-80,4667;7,2;7;29;30,5;34;23,4799;24,916;27,1898
CA006149625;43,3667;-81;6,6;7;27,5;31;34;24,9442;25,68;27,9714
CA006150689;43,1333;-80,7667;5,4;11;27,5;30;34,5;24,02;26,214;27,8318
CA006151689;44,15;-77,4;6;8;26,25;28,75;31;22,4745;23,8475;25,55
CA006152695;43,9667;-78,1833;5,8;8;30;32,5;35,9;24,4932;26,999;29,4074
CA006155790;43,6333;-79,8833;5,8;7;28,5;30;34;22,9628;24,173;26,656
CA006155878;43,9167;-80,0833;3,8;14;27;30;34;23,3326;24,575;26,212
CA006158733;43,8667;-78,8333;5,8;9;29,98;32,5;36,98;25,1734;26,544;29,0964
CA006158875;43,6833;-79,6333;4,8;10,5;28,28;31,6;34,3;24,1939;26,3215;27,8704
CA007011947;44,1167;-77,5333;4,6;10;29;30,5;34,2;24,2336;25,941;27,8822
CA007011982;45,3167;-74,1667;5,2;9,5;28,5;32,25;34,5;23,8161;25,269;26,8378
CA007013100;46,6667;-71,9167;5,2;9;27,1;33,5;35,35;23,3949;24,9825;27,7547
CA007014160;46,6667;-72,6;3,4;10;30,1;33,9;34,3;24,9144;26,527;28,205
CA007014290;45,8167;-73,4333;4,4;10,5;30,05;33;34,75;24,9025;26,8315;28,7367
CA007014332;45,3;-74,05;4,6;10;28;29,5;35,5;23,5528;24,659;27,7722
CA007015730;46,2667;-73,0167;4,8;9,5;29,5;31,75;35,05;24,6454;26,0565;28,0163
CA007016470;45,5;-74,0667;5;10;30;33;35,5;24,468;25,62;28,702
CA007016675;45,5;-74,3667;4,2;10;25;32;34;22,0462;24,029;25,7222
CA007016800;46,9833;-71,8333;5,4;10;29;34;35;24,1934;26,377;27,4452
CA007016816;46,7167;-72,0833;5,6;8,5;29,3;35;36;24,4248;26,299;27,5336
CA007016840;46,5333;-73,15;5,2;8,5;29;31,75;34,5;24,0557;25,5275;26,9174
CA007016960;46,5833;-72,2333;4,8;10;28,5;32,5;36;24;25,9835;27,2875
CA007017000;46,35;-73,35;5,8;7;27;30;34;22,5854;24,258;26,5304
CA007017080;46,8167;-71,9167;6;7;27,5;33;34,5;23,4585;25,2535;27,125
CA00701LEEH;46,2833;-73,75;4,4;10,5;27,85;34;35,3;23,8276;25,178;26,2647
CA007020305;46,8667;-72,4;5;7;27,5;29,8;34;23,333;24,641;26,639
CA007020828;46,0167;-71,95;4,6;9;29;32;32,5;22,7682;25,173;26,1082
CA007020860;45,4;-72,2667;4,8;10,5;29,9;33;35;23,9003;25,706;27,0343
CA007021840;45,4833;-71,95;4,4;11;27,5;32,5;32,5;23,2669;24,784;25,9869
CA007021954;45,15;-71,8;4,8;7;28,5;31,5;33;23,0372;25,0775;27,0952
CA007022160;45,8167;-71,9833;4,4;9;30;33;34,5;24,7976;25,9065;27,9913
CA007022375;45,8833;-72,4833;5,2;7;30;34;34,5;24,3219;25,61;27,8047
CA007022720;45,8;-73;5,4;10;27,2;30;33;23,1644;24,696;26,4924
CA007022800;45,1333;-72,2333;4,6;10;30;32;33,5;23,8812;26,029;27,0872
CA007023075;45,3833;-72,7167;3,6;11;30;33;35,7;24,6739;26,892;29,003
CA007023677;45,0667;-73,7167;5,8;10;26,2;31,5;32;22,1;23,409;24,7488
CA007024100;45,6;-70,8667;4;10;30;30,5;34,5;24,35;26,286;27,4665
CA007024250;45,3833;-73,4333;6,4;8,5;27,55;32,5;33,5;23,3151;24,887;26,5534
CA007024280;46,3333;-71,6667;3,8;10;30;32,7;33,2;23,8688;25,48;26,6116
CA007024320;45,3667;-71,8167;5,6;9,5;28,45;31,5;33,2;23,3475;24,7375;26,2934
CA007024440;45,6333;-71,3667;4,8;9,5;28,8;32,25;33;23,3869;24,9265;26,5095
CA007024627;45,2667;-72,1167;4,2;7;30,7;34;35;25,709;26,992;28,305
CA007025250;45,4;-73,1333;4,2;10;30,24;31,2;35,72;24,8972;25,783;28,26
CA007025440;45,4667;-73,75;5,4;8;30;30;35;24,0226;24,884;27,1012
CA007025670;46,2;-72,6167;6;9;25;29;31;21,2235;22,2465;23,7175
CA007025745;45,4;-71,0833;5;7;30;33;35;24,885;26,64;27,95
CA007026465;45,1167;-74,05;5,2;8,5;29;33,5;33,5;23,7916;26,318;27,4589
CA007026836;45,6333;-72,1333;4,8;9,5;30;32,75;35,5;24,4922;26,481;27,8599
CA007027083;45,1333;-74,35;5,8;7;27;31;34;23,2916;25,146;26,3938
CA007027200;46,05;-70,5167;5,8;8;27,6;33;33,5;23,3332;25,023;25,9906
CA007027259;46,0667;-70,9667;5,2;8,5;27,15;33;34;23,2595;25,4665;26,6929
CA007027283;46,4833;-71,5667;5,8;7;28,5;33,5;34;23,9032;26,136;27,2466
CA007027361;46,15;-70,7;6,4;7;30;34;35;24,2247;26,597;28,4096
CA007027516;45,5667;-72,9167;5,6;7;29;30;32,35;23,0015;23,8675;25,6139
CA007027520;45,75;-70,6833;5,2;10;26,5;29,5;31;22,3692;23,203;25,1344
CA007027540;45,2;-71,5;5,4;9;30,5;34;36;24,6764;26,735;28,9452
CA007027656;45,2167;-73,85;5,4;10;27,2;32,5;32,9;22,6746;24,368;25,5504
CA007027660;46,25;-71,2167;4,6;9;28,1;33;33,5;23,0804;25,445;26,3198
CA007027725;46,2167;-70,5;6;6;26,25;32;32;22,146;24,0045;25,0675
CA007027733;45,7667;-70,95;5,4;7;25;28;31,5;21,3736;22,341;24,3174
CA007027750;46,3333;-71,05;5,2;9,5;27;29;31,95;22,0572;22,977;24,7564
CA007027802;45,9333;-70,4833;4,6;12;29;31,5;32;22,8206;24,221;25,5536
CA007027840;45,3667;-71,5333;5,6;9,5;28;33;34;23,5242;25,1355;26,4139
CA007028200;46,5;-71,0833;3,8;10;30;31;35;24,288;25,42;27,9228
CA007028441;46,0333;-73,1167;5,4;9;27,2;31,5;32,5;22,193;24,426;25,5548
CA007028676;46,1;-71,35;5,8;9;28,5;33;34,3;23,9772;25,622;26,6908
CA007028700;46,3833;-70,9333;4,6;9;30;31;35,1;25,1218;26,234;28,414
CA007030170;45,7667;-73,3667;4,8;8;28;32,4;36;24,3741;26,455;27,6984
CA007030310;45,55;-75,55;5;9;28,5;33;34;24;25,367;27,36
CA007031360;45,95;-74,6167;5,2;7;27,5;30,75;34,5;23,7442;25,512;26,9485
CA007031375;45,5167;-75,7833;5,6;9;27,5;32;34,7;23,3405;25,9265;27,329
CA007033650;45,9;-75,0833;5;9;29,5;33,5;35,5;24,538;26,69;28,05
CA007036855;45,65;-74,3333;5,8;7;27,7;28,5;34;22,655;24,469;25,9212
CA007037310;46,85;-75,3333;4,2;10;27,5;32;34;22,901;25,008;26,0764
CA007037400;45,9833;-74;4,4;10;29,05;29,5;35;23,7984;24,902;28,437
CA007038975;45,8;-74,05;6;7,5;28;30,5;34;23,219;24,4345;26,813
CA007041100;46,0667;-76,05;2,4;22;15,249;19,25;22,1;13,5541;14,297;14,7231
CA007047910;50,1667;-60,0667;2,8;6;22,3991;25,4;28,1;18,3275;18,9875;21,1721
CA00704FEG0;50,2167;-66,2667;3,8;12;22,8;26;27,5;17,9284;19,647;20,502
CA007051200;50,2833;-64,7833;5;7;28,5;30,5;34;23,009;23,412;25,083
CA007053649;48,3667;-67,2333;5,2;7;25;29,5;36;22,1046;22,8125;24,064
CA007056480;48,2833;-67,5667;4;8,5;25,5;31,5;35;21,8335;23,051;24,0725
CA007056930;48,45;-68,5167;5,2;9;27,5;31,5;32,5;22,3919;23,8595;24,8148
CA007057395;46,4833;-70,2167;5,4;8;25,5;28,5;32,5;19,2884;21,017;22,2402
CA007057515;48,8833;-67,1167;4,6;7;26,4;29,5;34;22,6368;23,44;25,074
CA007060400;46,7333;-70,0167;4,6;8;29,9;34;38,4;23,0988;24,836;25,7998
CA007061541;48,3333;-71;5;8;24,9;31,1;34,4;20,178;22,191;23,558
CA007063370;49,8333;-71,1667;5;8;28,3;32;34,6;22,6;23,529;25,35
CA007063690;48,4333;-71,15;6;8;27;34,5;36;22,548;24,384;25,5615
CA007065960;48,4167;-71,75;5,2;8;27;32,5;35,5;21,9971;24,219;25,3289
CA007066820;48,7667;-72,0333;6,6;7;27,8;33;36,5;22,307;24,678;25,9182
CA007075800;48,5667;-71,3333;5,8;7;26,7;32,5;33,5;20,7412;22,777;24,1548
CA007080468;47,9167;-74,6167;3,8;10;27,7;33,2;33,5;23,5668;25,741;26,8454
CA007113534;46,7167;-79,1;4,2;12;22,62;28,3;30,6;17,064;18,578;19,9088
CA007117827;58,1;-68,4167;3,6;7;20,1;26,65;30,7;16,7566;18,645;19,6677
CA008100300;54,8;-66,8;4;12;28,25;32;34,5;24,1055;25,677;27,7035
CA008102275;46,7167;-67,7167;4,2;8;28,2;33;34,1;23,6242;25,276;26,662
CA008103050;46,55;-67,1667;2,6;16;28,18;32,4;32,6;21,5946;22,678;23,3798
CA008105600;48,0167;-64,5;5,4;10;27,1;32,5;33,9;23,8626;25,05;26,5416
CA008202000;46,1667;-67,55;4,4;11;28,74;32,45;35,6;25,0415;26,0925;27,3647
CA008204700;44,9833;-64,9167;3,2;12;20,5;22,8;23,7;17,526;19,346;20,5579
CA008204800;43,9333;-60,0167;5,6;6;25;30,5;36;22,3105;23,7495;25,3182
CA008205090;44,7;-63,9;5;10;24,6;31,8;32,6;21,15;22,607;23,419
CA008206240;44,6333;-63,5;5,6;6;25,7;30,6;33;19,0897;20,2115;21,7235
CA008206495;43,9833;-64,6667;5,2;6,5;23,84;25,9;26,77;20,7425;21,7475;22,4623
CA008300100;43,8333;-66,0833;4,2;11;28,5;30,5;35;23,1278;24,071;24,9252
CA008300300;46,0667;-62,6;4,2;8;28,34;30,1;33;22,7606;23,291;24,3862
CA008300497;46,2833;-63,1333;5,6;8;29;31;33,55;23,1752;23,599;24,7023
CA008400413;46,4167;-63,35;4,2;9;25,5;28;31;21,1776;22,412;23,58
CA008400812;47,9833;-55,8;1,4;64;20,612;20,612;29;20,0502;20,083;21,5982
CA008401000;48,1667;-57,3333;3,4;10;17,234;23,7;27,7;15,4072;17,443;18,0868
CA008401300;46,6667;-53,0833;3,4;10;23,6;29,5;33;21;22,232;23,8668
CA008401400;48,95;-57,95;3,4;13;22,66;23,7;25,44;17,7384;18,698;18,954
CA008401500;50,2333;-57,5833;3,8;8;26,4;30,5;33;21,6816;22,833;24,2602
CA008401703;49,1667;-57,4333;3;10;25,2;29,6;31,5;21,923;23,377;23,729
CA008402544;48,9333;-54,5667;4,8;7;27;30;31,5;21,6444;22,858;25,0391
CA008402958;48,35;-53,9;4,6;11;21;23,5;25,3;17,6886;18,446;18,8622
